Facility ID,Facility Name,Short Description,Description,Facility Open Date,Facility Address 1,Facility Address 2,Facility City,Facility State,Facility Zip Code,Facility Phone Number,Facility Fax Number,Facility Website,Facility County Code,Facility County,Regional Office ID,Regional Office,Main Site Name,Main Site Facility ID,Operating Certificate Number,Operator Name,Operator Address 1,Operator Address 2,Operator City,Operator State,Operator Zip Code,Cooperator Name,Cooperator Address,Cooperator Address 2,Cooperator City,Cooperator State,Cooperator Zip Code,Ownership Type,Facility Latitude,Facility Longitude,Facility Location
13799,"Able Health Care Service, Inc.-Lhcsa",LHCSA,Licensed Home Care Services Agency,12/03/1992,1747-16  Veterans Hwy,Ste 16,Islandia,New York,11749-1534,6319520500.0,6319528795.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,9315L002,"Able Health Care Service, Inc.-Lhcsa",91-31 Queens Blvd.,,Elmhurst,New York,11373,,,,,New York,,Business Corporation,40.806623,-73.180078,"(40.806623, -73.180078)"
12823,Critical Health Care Registered Nursing Services P.C.,LHCSA,Licensed Home Care Services Agency,08/16/2005,251 Oakland Avenue,Suite 1B,Port Jefferson,New York,11777,6314734036.0,6314734214.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,1259L001,Critical Health Care Registered Nursing Services P.C.,251 Oakland Avenue,Suite 1B,Port Jefferson,New York,11777,,,Suite 1B,,New York,,Business Corporation,,,
6201,West Nassau Dialysis Center Inc,DTC,Diagnostic and Treatment Center,10/13/2000,75 Rockaway Ave,,Valley Stream,New York,11580,5168234444.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2910200R,West Nassau Dialysis Center Inc,75 Rockaway Ave,,Valley Stream,New York,11580,,,,,New York,,Business Corporation,40.663586,-73.698486,"(40.663586, -73.698486)"
13696,Right At Home,LHCSA,Licensed Home Care Services Agency,09/24/2019,752a Hempstead Turnpike,Suite 201,Franklin Square,New York,11010,5163078070.0,5163078060.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2725L001,K. Campion Inc.,752a Hempstead Turnpike,Suite 201,Franklin Square,New York,11010,,,Suite 201,,New York,,Business Corporation,40.707052,-73.667746,"(40.707052, -73.667746)"
13338,7 Day Home Care Ltd.,LHCSA,Licensed Home Care Services Agency,03/03/2016,1979 Marcus Avenue,Suite E102,Lake Success,New York,11042,5166222330.0,5166222201.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2151L001,7 Day Home Care Ltd.,1979 Marcus Avenue,Suite E102,Lake Success,New York,11042,,,Suite E102,,New York,,Business Corporation,40.754834,-73.693126,"(40.754834, -73.693126)"
15065,Amber Court  of Smithtown,AH,Adult Home,01/09/2018,130-132 Lake Avenue,,Nesconset,New York,11767,6317681000.0,6316568822.0,www.AmberCourtAL.com#http://www.AmberCourtAL.com#,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,700-F-945,Amber Court @ Suffolk County LLC,130 Lake Avenue S,,Nesconset,New York,11767,,,,,New York,,LLC,40.854293,-73.154714,"(40.854293, -73.154714)"
13001,Blessed Healthcare And Staffing Agency,LHCSA,Licensed Home Care Services Agency,05/20/2016,1149 Old Country Road,Suite B3,Riverhead,New York,11901,6315912727.0,6315912728.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,1621L002,Blessed Healthcare And Staffing Agency,692 South Wellwood Avenue,,Lindenhurst,New York,11757,,,,,New York,,Partnership,40.930333,-72.677914,"(40.930333, -72.677914)"
520,Lynbrook Restorative Therapy and Nursing,NH,Residential Health Care Facility - SNF,02/01/1980,243 Atlantic Avenue,,Lynbrook,New York,11563,5165992744.0,5165993871.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2911303N,"East Rockaway Center, LLC",243 Atlantic Avenue,,Lynbrook,New York,11563-3552,,,,,New York,,LLC,40.649876,-73.667297,"(40.649876, -73.667297)"
13086,The Eliot At Erie Station,LHCSA,Licensed Home Care Services Agency,02/07/2014,301 8th Avenue,,East Northport,New York,11731,6313068140.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,1751L002,"The Eliot Management Group, Llc",12 John Street,,Middletown,New York,10940,,,,,New York,,LLC,40.87689,-73.329264,"(40.87689, -73.329264)"
13498,Good Shepherd Personal Care Inc,LHCSA,Licensed Home Care Services Agency,01/29/2020,6 Tuxedo Avenue,,New Hyde Park,New York,11040,5168530606.0,5165888118.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2440L001,Good Shepherd Personal Care Inc,6 Tuxedo Avenue,,New Hyde Park,New York,11040,,,,,New York,,Business Corporation,40.750988,-73.672439,"(40.750988, -73.672439)"
6979,Long Island Community Hospital Wound Care & Hyperbaric Medicine,HOSP-EC,Hospital Extension Clinic,02/20/2006,33 Medford Avenue,,Patchogue,New York,11772,6316874195.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Long Island Community Hospital,885.0,5123000H,Long Island Community Hospital at NYU Langone Health,101 Hospital Road,,Patchogue,New York,11772,NYU Langone Health System,550 First Avenue,,New York,New York,10016.0,Not for Profit Corporation,40.767181,-73.006935,"(40.767181, -73.006935)"
10049,Fresenius Kidney Care - Lindenhurst,DTC-EC,Diagnostic and Treatment Center Extension Clinic,05/25/2017,185 South Tenth Street,,Lindenhurst,New York,11757,,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,FMS-Southern Manhattan Dialysis Center,3414.0,7002176R,New York Dialysis Services Inc,650 Mcclellan,,Schenectady,New York,12304,,,,,New York,,Business Corporation,40.682709,-73.381792,"(40.682709, -73.381792)"
904,Sun River Health Shirley,DTC-EC,Diagnostic and Treatment Center Extension Clinic,06/22/1982,550 Montauk Highway,,Shirley,New York,11967,5168521000.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Sun River Health,1040.0,5901200R,"Sun River Health Care, Inc.",1037 Main Street,,Peekskill,New York,10566,,,,,New York,,Not for Profit Corporation,40.800552,-72.879204,"(40.800552, -72.879204)"
13418,"Angels Of Mercy Counseling Center, Inc.",LHCSA,Licensed Home Care Services Agency,11/22/2017,85 Schleigel Boulevard,,Amityville,New York,11701,6316081740.0,6316082989.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,2292L001,"Angels Of Mercy Counseling Center, Inc.",85 Schleigel Boulevard,,Amityville,New York,11701,,,,,New York,,Not for Profit Corporation,40.707138,-73.41035,"(40.707138, -73.41035)"
931,Sunrise Manor Center for Nursing and Rehabilitation,NH,Residential Health Care Facility - SNF,02/01/1989,1325 Brentwood Road,,Bay Shore,New York,11706,6316654960.0,6316659411.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5154312N,"Sunrise Manor Nursing Home, Inc",1325 Brentwood Road,,Bay Shore,New York,11706,,,,,New York,,Business Corporation,40.740219,-73.239174,"(40.740219, -73.239174)"
3421,Long Island State Veterans Home,NH,Residential Health Care Facility - SNF,10/25/1991,SUNY At Stonybrook 100 Patriots Road,,Stonybrook,New York,11790,6314448606.0,6314448575.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5151310N,Health Sciences Center,101 Nicolls Road,,Stony Brook,New York,11794,,,,,New York,,State,40.912102,-73.121696,"(40.912102, -73.121696)"
15033,Olsen Rest,AH,Adult Home,04/30/1985,P.O. Box 256,366 Gibbs Pond,Nesconset,New York,11767,6315885676.0,6315885676.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,700-F-223,"Olsen, George Jr.",366 Gibbs Pond Rd,,Nesconset,New York,11767-2102,,,,,New York,,Individual,40.8336,-73.1496,"(40.8336, -73.1496)"
15356,Brightview Port Jefferson,AH,Adult Home,09/30/2022,1175 Rt. 112,,Port Jefferson Station,New York,11776,6318025021.0,6318025022.0,https://www.brightviewseniorliving.com/find-a-community/brightview-port-jefferso,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,700-F-965,"BV Port Jefferson Operator, LLC",218 N. Charles St.,Suite 220,Baltimore,New York,21201,,,Suite 220,,New York,,LLC,,,
13133,"Bethesda Elite Care, Inc.",LHCSA,Licensed Home Care Services Agency,06/13/2012,3 Surrey Lane,,Manorville,New York,11949,6315037209.0,6319092445.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,1827L001,"Bethesda Elite Care, Inc.",3 Surrey Lane,,Manorville,New York,11949,,,,,New York,,Business Corporation,40.848717,-72.791197,"(40.848717, -72.791197)"
15322,Harmony Health Care Long Island - Mobile Van,,Mobile Diagnostic and Treatment Center Extension Clinic,06/17/2022,135 Main Street,,Hempstead,New York,11550,5169967095.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,Harmony Health Care Long Island,15557.0,2908201R,Nassau Health Care Corporation,240 Old Country Road,,Mineola,New York,11501,Harmony Health Care Long Island,2201 Hempstead Turnpike,,East Meadow,New York,11554.0,Public Benefit Corporation,,,
15446,Lifeworx Care LLC,LHCSA,Licensed Home Care Services Agency,12/01/2020,550 Northern Blvd,,Great Neck,New York,11021,,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2665L002,Lifeworx Care Llc,864 Lexington Avenue,,New York,New York,10065,,,,,New York,,LLC,,,
13932,VNS Health Personal Care,LHCSA,Licensed Home Care Services Agency,07/01/2004,375 North Broadway,Suite 201,Jericho,New York,11753,5169424596.0,5162942844.0,www.partnersincareny.org,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,9919L005,"New Partners, Inc.",220 East 42nd Street,2nd Floor,New York,New York,10017,,,2nd Floor,,New York,,Not for Profit Corporation,,,
12698,Rockaway Home Care,LHCSA,Licensed Home Care Services Agency,02/23/2013,260 Doughty Boulevard,,Inwood,New York,11096,5162398693.0,5162394199.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,0956L002,Foundation For The Elderly,260 Doughty Boulevard,,Inwood,New York,11096,,,,,New York,,Not for Profit Corporation,40.618542,-73.746163,"(40.618542, -73.746163)"
12958,Serene Home Nursing Agency,LHCSA,Licensed Home Care Services Agency,07/31/2009,42 Academy Street,,Patchogue,New York,11772,6316969669.0,6314964966.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,1549L001,"Sarene Services, Inc.",42 Academy Street,,Patchogue,New York,11772,,,,,New York,,Business Corporation,40.763039,-73.011706,"(40.763039, -73.011706)"
6491,NYU Langone Perlmutter Cancer Center - Long Island Breast Imaging Center,HOSP-EC,Hospital Extension Clinic,01/13/2003,120 Mineola Boulevard,,Mineola,New York,11501,,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,NYU Langone Hospitals,1463.0,7002053H,NYU Langone Hospitals,550 First Avenue,,New York,New York,10016,,,,,New York,,Not for Profit Corporation,40.742096,-73.640411,"(40.742096, -73.640411)"
13167,"Acs Home Care, Llc",LHCSA,Licensed Home Care Services Agency,06/29/2012,256 Main Street,Suite 1109,Northport,New York,11768,8889912323.0,6312615750.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,1880L001,"Acs Home Care, Llc",256 Main Street,Suite 1109,Northport,New York,11768,,,Suite 1109,,New York,,LLC,40.900768,-73.346406,"(40.900768, -73.346406)"
912,Quantum Rehabilitation and Nursing LLC,NH,Residential Health Care Facility - SNF,01/01/1999,63 Oakcrest Ave,,Middle Island,New York,11953,6319248830.0,6319242661.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5151324N,Quantum Rehabilitation and Nursing LLC,63 Oakcrest Avenue,,Middle Island,New York,11953,,,,,New York,,LLC,40.891804,-72.967857,"(40.891804, -72.967857)"
9752,Mobile Van Mammography,,Mobile Hospital Extension Clinic,06/15/2010,2201 Hempstead Turnpike,,East Meadow,New York,11554,,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,Nassau University Medical Center,528.0,2950002H,Nassau Health Care Corporation,240 Old Country Road,,Mineola,New York,11501,,,,,New York,,Public Benefit Corporation,40.725781,-73.553791,"(40.725781, -73.553791)"
4471,Able Health Care Service Inc,CHHA,Certified Home Health Agency,01/25/1999,"50 Clinton Street, Suite 208",,Hempstead,New York,11550,5169337000.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2950601,Able Health Care Service Inc,1240 Broadcast Plaza,,Merrick,New York,11566,,,,,New York,,Business Corporation,40.708217,-73.618384,"(40.708217, -73.618384)"
9248,Suffolk Hearing and Speech Center of Good Samaritan Hospital Medical Center,HOSP-EC,Hospital Extension Clinic,09/12/2011,369 East Main Street,,East Islip,New York,11730,,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Good Samaritan Hospital Medical Center,925.0,5154001H,Good Samaritan Hospital Medical Center,1000 Montauk Highway,,West Islip,New York,11795,"Catholic Health System of Long Island, Inc.",1 Huntington Quadrangle,,Melville,New York,11747.0,Not for Profit Corporation,40.734974,-73.173698,"(40.734974, -73.173698)"
3187,Long Island Community Hospital Outpatient Chemical Dependency Center East,HOSP-EC,Hospital Extension Clinic,03/27/1984,550 Montauk Highway,,Shirley,New York,11967,5168521000.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Long Island Community Hospital,885.0,5123000H,Long Island Community Hospital at NYU Langone Health,101 Hospital Road,,Patchogue,New York,11772,NYU Langone Health System,550 First Avenue,,New York,New York,10016.0,Not for Profit Corporation,40.800552,-72.879204,"(40.800552, -72.879204)"
15032,Maple Rest,AH,Adult Home,08/14/1980,61 Rollstone Avenue,,West Sayville,New York,11796,6315894840.0,6315631610.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,700-F-146,Simon Halpert Sarah Halpert,61 Rollstone Avenue,,West Sayville,New York,11796-1309,,,,,New York,,Individual,40.731827,-73.098094,"(40.731827, -73.098094)"
13375,Medical Home Care Services,LHCSA,Licensed Home Care Services Agency,04/30/2019,400 West Main Street,Suite 328,Babylon,New York,11702,6313211595.0,6314829911.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,2216L001,Advanced Home Care Specialist Inc.,400 West Main Street,Suite 328,Babylon,New York,11702,,,Suite 328,,New York,,Business Corporation,40.691874,-73.334565,"(40.691874, -73.334565)"
2581,NYU Langone Home Health Care,CHHA,Certified Home Health Agency,09/29/1982,290 Old Country Road,,Mineola,New York,11501,5166638000.0,5166639489.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2908602,NYU Langone Hospitals,550 First Avenue,,New York,New York,10016,,,,,New York,,Not for Profit Corporation,40.73819,-73.643799,"(40.73819, -73.643799)"
14828,Amber Court of Westbury,AH,Adult Home,04/29/2015,3400 Brush Hollow Road,,Westbury,New York,11590,5163343838.0,5167807162.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,400-F-331,"Amber Court of Westbury II, LLC",3400 Brush Hollow Road,,Westbury,New York,11590,,,,,New York,,LLC,40.775152,-73.559516,"(40.775152, -73.559516)"
4524,Middle Island Adult Day Health Services East,ADHCP,Adult Day Health Care Program - Offsite,02/11/2008,45 Rocky Point Road,,Middle Island,New York,11953,5163618800.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,The Hamlet Rehabilitation and Healthcare Center at Nesconset,3230.0,5157320N,Nesconset Operating LLC,100 Southern Boulevard,,Nesconset,New York,11767,,,,,New York,,LLC,40.899822,-72.946953,"(40.899822, -72.946953)"
13937,"Optum Of New York, Inc.",LHCSA,Licensed Home Care Services Agency,10/25/1999,333 Earle Ovington Boulevard,Suite 300,Uniondale,New York,11553,8009503963.0,9176834773.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,9937L001,"Optum Of New York, Inc.",333 Earle Ovington Boulevard,Suite 300,Uniondale,New York,11553,,,Suite 300,,New York,,Business Corporation,,,
14821,Sunrise of East Meadow,AH,Adult Home,12/31/2010,1555 Glenn Curtiss Blvd.,,East Meadow,New York,11554,5165420990.0,5165420999.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,400-F-322,"GWC - East Meadow, Inc.",1555 Glenn Curtiss Blvd,,East Meadow,New York,11554,,,,,New York,,Business Corporation,40.716981,-73.575488,"(40.716981, -73.575488)"
9703,Constellation Home Care,CHHA,Certified Home Health Agency,07/16/2014,"6851 Jericho Turnpike, Suite 150",,Syosset,New York,11791,6312464100.0,6313520032.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2952606,"Constellation Home Care, LLC",46 Stauderman Avenue,,Lynbrook,New York,11563,,,,,New York,,LLC,40.809208,-73.515465,"(40.809208, -73.515465)"
8614,Meadowbrook Endoscopy Center,DTC,Diagnostic and Treatment Center,10/15/2008,865 Merrick Road - Unit 150 North,,Westbury,New York,11590,5165423636.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2914200R,"Gastro Operating Company, LLC",865 Merrick Road - Unit 150 North,,Westbury,New York,11590,,,,,New York,,LLC,40.745575,-73.587082,"(40.745575, -73.587082)"
6050,Townhouse Center for Rehabilitation & Nursing,NH,Residential Health Care Facility - SNF,09/27/1996,755 Hempstead Turnpike,,Uniondale,New York,11553,5165651900.0,5165655818.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2950318N,"Townhouse Operating Co., LLC",377 Oak Street,,Garden City,New York,11530,,,,,New York,,Business Corporation,40.715366,-73.60099,"(40.715366, -73.60099)"
13444,Homewatch Caregivers Of Nassau County,LHCSA,Licensed Home Care Services Agency,01/26/2016,68 East Marie Street,,Hicksville,New York,11801,5165019500.0,5165019501.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2341L001,"Jmd Care Services, Inc.",68 East Marie Street,,Hicksville,New York,11801,,,,,New York,,Business Corporation,40.768216,-73.520779,"(40.768216, -73.520779)"
245,Stony Brook University Hospital,HOSP,Hospital,01/21/1980,Health Sciences Center SUNY,,Stony Brook,New York,11794,6314442701.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5151001H,State University of New York,178-50 Linden Blvd,,Jamaica,New York,11434,,,,,New York,,State,40.909217,-73.115198,"(40.909217, -73.115198)"
10381,Sun River Health Well Life,DTC-EC,Diagnostic and Treatment Center Extension Clinic,01/07/2020,3600 NYS Route 112,,Coram,New York,11727,8454769359.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Sun River Health,1040.0,5901200R,"Sun River Health Care, Inc.",1037 Main Street,,Peekskill,New York,10566,,,,,New York,,Not for Profit Corporation,40.858854,-72.999534,"(40.858854, -72.999534)"
12482,"Attentive Care, Inc.",LHCSA,Licensed Home Care Services Agency,04/26/1994,375 Deer Park Ave,Ste #1,Babylon,New York,11702-2830,6315873366.0,6315873397.0,www.attentiveservices.com,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,0051L002,"Attentive Care, Inc.",5 Computer Dr. West,,Albany,New York,12205-1617,,,,,New York,,Business Corporation,40.70226,-73.321934,"(40.70226, -73.321934)"
6737,Risk Reduction&Disease Mgmt Center,HOSP-EC,Hospital Extension Clinic,07/22/2004,26 Research Way,,East Setauket,New York,11733,6314440580.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Stony Brook University Hospital,245.0,5151001H,State University of New York,178-50 Linden Blvd,,Jamaica,New York,11434,,,,,New York,,State,40.901566,-73.086426,"(40.901566, -73.086426)"
1596,Garden City Treatment Center,HOSP-EC,Hospital Extension Clinic,06/16/1980,711 Stewart Avenue,,Garden City,New York,11530,7184707621.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,Long Island Jewish Medical Center,1630.0,7003004H,Long Island Jewish Medical Center,270-05 76 Avenue,,New Hyde Park,New York,11040,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,New York,11042.0,Not for Profit Corporation,40.733413,-73.608038,"(40.733413, -73.608038)"
532,Planned Parenthood Hempstead Health Center,DTC-EC,Diagnostic and Treatment Center Extension Clinic,09/27/1979,540 Fulton Avenue,,Hempstead,New York,11550,5167502502.0,5164833556.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,Planned Parenthood Margaret Sanger Center,1543.0,7002273R,"Planned Parenthood of Greater New York, Inc.",26 Bleeker Street,,New York,New York,10012,,,,,New York,,Not for Profit Corporation,40.710575,-73.613045,"(40.710575, -73.613045)"
14844,Atria Glen Cove,EHP,Enriched Housing Program,09/29/2011,146 Glen Street,,Glen Cove,New York,11542,5166717008.0,5166717810.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,400-S-324,"ATR New York LH, Inc.",500 N. Hurstbourne Parkway,Suite 200,Louisville,New York,40222,,,Suite 200,,New York,,Business Corporation,40.862494,-73.625294,"(40.862494, -73.625294)"
12572,"Aides At Home, Inc.",LHCSA,Licensed Home Care Services Agency,09/20/2002,29 West Marie Street,,Hicksville,New York,11801-3868,5169315850.0,5169314175.0,www.aidesathome.com,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,0605L001,"Aides At Home, Inc.",29 West Marie Street,,Hicksville,New York,11801-3868,,,,,New York,,Business Corporation,40.766315,-73.524064,"(40.766315, -73.524064)"
10433,Anchor Home Training,DTC-EC,Diagnostic and Treatment Center Extension Clinic,09/17/2020,3005 Long Beach Road,,Oceanside,New York,11572,5167665701.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,Port Washington Dialysis Center,9926.0,2951206R,"True North Dialysis Center, LLC",1 Cisney Avenue,,Floral Park,New York,11001,,,,,New York,,LLC,40.637628,-73.639724,"(40.637628, -73.639724)"
4758,Multi-Specialty Care Center,HOSP-EC,Hospital Extension Clinic,03/30/1993,440 Merrick Road,,Oceanside,New York,11572,5166789640.0,,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,Mount Sinai South Nassau,527.0,2950001H,South Nassau Communities Hospital Inc,2445 Oceanside Road,,Oceanside,New York,11572,"Mount Sinai Hospitals Group, Inc.",One Gustave L. Levy Place,,New York,New York,10029.0,Not for Profit Corporation,40.653416,-73.624786,"(40.653416, -73.624786)"
564,The Grand Rehabilitation and Nursing at South Point,NH,Residential Health Care Facility - SNF,02/01/1979,One Long Beach Road,,Island Park,New York,11558,5164320300.0,5164320728.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2961303N,"Grand South Point, LLC",One Long Beach Road,,Island Park,New York,11558,,,,,New York,,LLC,40.599171,-73.65593,"(40.599171, -73.65593)"
4864,LISH at Manorville,DTC-EC,Diagnostic and Treatment Center Extension Clinic,03/09/1994,221 North Sunrise Hwy Service Road,,Manorville,New York,11941,6313665832.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,Long Island Select Healthcare,914.0,5154212R,"Long Island Select Healthcare, Inc.",159 Carleton Avenue,,Central Islip,New York,11722,,,,,New York,,Not for Profit Corporation,40.824558,-72.787338,"(40.824558, -72.787338)"
15043,"Bayview Rest Home, LLC",AH,Adult Home,07/21/1978,143 East Main Street,,Babylon,New York,11702,6316613292.0,6316613292.0,www.bayviewresthome.com#http://www.bayviewresthome.com/#,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,700-F-908,"Bayview Rest Home, LLC",143 East Main Street,,Babylon,New York,11702-3524,,,,,New York,,LLC,40.697664,-73.320701,"(40.697664, -73.320701)"
12888,All County Health Care Referral Services Of New York,LHCSA,Licensed Home Care Services Agency,12/18/2007,1010 Suffolk Avenue,,Brentwood,New York,11717,6313281117.0,6313281118.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,1419L001,"Visiting Nurse & Homecare Referral Services Of Bay Shore, Inc.",1010 Suffolk Avenue,,Brentwood,New York,11717,,,,,New York,,Business Corporation,40.783777,-73.232966,"(40.783777, -73.232966)"
516,The Grand Pavilion for Rehab & Nursing at Rockville Centre,NH,Residential Health Care Facility - SNF,01/01/1901,41 Maine Avenue,,Rockville Centre,New York,11570,5165367730.0,5165364052.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,2909305N,"Rockville Operating, LLC",41 Main Avenue,,Rockville Center,New York,11570,,,,,New York,,LLC,40.664047,-73.651192,"(40.664047, -73.651192)"
953,Luxor Nursing and Rehabilitation at Mills Pond,NH,Residential Health Care Facility - SNF,01/01/1991,273 Moriches Road,,St James,New York,11780,6318628990.0,6316214060.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5157319N,S&J Operational LLC,273 Moriches Road,,St James,New York,11780,,,,,New York,,LLC,40.878963,-73.141792,"(40.878963, -73.141792)"
15069,Artis Senior Living of Commack,AH,Adult Home,03/23/2021,1131 Jericho Turnpike,,Commack,New York,11725,6313437942.0,6313437946.0,www.artisseniorliving.com/communities/artis-senior-living-commack#http://www.art,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,700-F-961,"Artis Senior Living Operator of Commack, LLC",1131 Jericho Turnpike,,Commack,New York,11725,,,,,New York,,LLC,40.847432,-73.26327,"(40.847432, -73.26327)"
12745,Milestones In Home Care Inc.,LHCSA,Licensed Home Care Services Agency,11/20/2003,24 Roberts Street,,Farmingdale,New York,11735-5042,6316894241.0,5162930051.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,1077L001,Milestones In Home Care Inc.,24 Roberts Street,,Farmingdale,New York,11735-5042,,,,,New York,,Business Corporation,40.721069,-73.452677,"(40.721069, -73.452677)"
12901,"Able Health Care Service, Inc.",LHCSA,Licensed Home Care Services Agency,11/03/2008,50 Clinton Street,Suite 208,Hempstead,New York,11550,5169337000.0,5169337212.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,1465L001,"Able Health Care Service, Inc.",1240 Broadcast Plaza,,Merrick,New York,11566,,,,,New York,,Business Corporation,40.708214,-73.618389,"(40.708214, -73.618389)"
13198,Right At Home North Shore Li,LHCSA,Licensed Home Care Services Agency,05/13/2013,"400 Post Avenue, Suite 302",,Westbury,New York,11590,5165131070.0,5165161071.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,1939L001,"Funzalo & Canteet, Inc.","400 Post Avenue, Suite 302",,Westbury,New York,11590,,,,,New York,,Business Corporation,,,
892,San Simeon By the Sound Center for Nursing&Rehabilitation,NH,Residential Health Care Facility - SNF,02/01/1989,"61700 Route 48, PO Box 2122",,Greenport,New York,11944,6314772110.0,,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,5127302N,San Simeon By the Sound Center for Nursing & Rehabilitation,"67100 Route 48, P.O. Box 2122",,Greenport,New York,11944,,,,,New York,,Not for Profit Corporation,41.100346,-72.388855,"(41.100346, -72.388855)"
12531,Addus Homecare,LHCSA,Licensed Home Care Services Agency,06/04/1996,393 Jericho Turnpike,Suite 206,Mineola,New York,11501,5167410400.0,5167410942.0,www.southshorehomehealth.com,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,0318L002,South Shore Home Health Service Inc.,3275 Veterans Highway,,Ronkonkoma,New York,11779,,,,,New York,,Business Corporation,40.744155,-73.651583,"(40.744155, -73.651583)"
15037,Maryville Assisted Living,AH,Adult Home,10/15/1990,70 Greenlawn Road,,Huntington,New York,11743,6314277685.0,6316734636.0,,51,Suffolk,7,Metropolitan Area Regional Office - Long Island,,,700-F-891,"Maryville Adult Home, Inc.",70 Greenlawn Road,,Huntington,New York,11743-2929,,,,,New York,,Business Corporation,40.873388,-73.393426,"(40.873388, -73.393426)"
14825,Sunrise of Glen Cove,AH,Adult Home,12/01/2012,39 Forest Avenue,,Glen Cove,New York,11542,5166560575.0,5166560574.0,,29,Nassau,7,Metropolitan Area Regional Office - Long Island,,,400-F-327,"GWC-Glen Cove, Inc.","700 West Park Drive, Suite T-900",,"McLean, VA",New York,22102,,,,,New York,,Business Corporation,40.871417,-73.627294,"(40.871417, -73.627294)"
