County,Market Name,Market Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude,Georeference_1
Kings,Riseboro Irving Square Farmers' Market,Knickerbocker Ave btw Wierfield & Halsey Sts Brooklyn,Knickerbocker Ave between Wierfield and Halsey Streets,Brooklyn,NY,10302,Virginia Cross,7188210254,,Sun 8am-1pm,July 21-November 24,M,Y,Y,N,Y,40.69325,-73.90859,POINT (-73.90859 40.69325)
Kings,Riseboro Maria Hernandez Pk Farmers' Market,Knickerbocker Ave @ Starr & Suydam,Knickerbocker Avenue,Brooklyn,NY,11206,Virginia Cross,7188210254,http://www.riseboro.org,Sat 8am-3pm,May 18-November 23,P/M,Y,Y,N,Y,40.70257,-73.92497,POINT (-73.92497 40.70257)
Kings,Woodhull Hospital GrowNYC Farm Stand,Broadway & Graham Ave,Marcus Garvey Boulevard and Broadway,Brooklyn,NY,11206,Meredith Clark,,https://www.grownyc.org/farmstands,Wed 9am-2pm,July 3-November 27,M,Y,Y,N,Y,40.70029,-73.94111,POINT (-73.94111 40.70029)
Kings,Wyckoff House Museum Farm Stand,5816 Clarendon Rd Brooklyn,5816 Clarendon Road,Brooklyn,NY,11203,Paul Joseph,7186295400,,Sat 11am-3pm,June 15-November 2,M,Y,Y,N,Y,40.64439,-73.92083,POINT (-73.92083 40.64439)
Lewis,Colwell's Farm Market and Garden Center,6007 State Route 12 Glenfield,6007 State Route 12,Glenfield,NY,13343,Michael Colwell,3153767402,http://www.colwellsfarmmarket.com,"Mon-Sat  8am-7pm, Sun 9am-6pm",April 1-November 17,P/M,Y,N,N,Y,43.71844,-75.41148,POINT (-75.41148 43.71844)
Lewis,Lewis Co. General Hospital Farmers' Market,"7785 N State St Lowville, Children's Clinic Parking Lot",7785 North State St,Lowville,NY,13367,Darcy Zehr,3153765225,http://www.lcgh.net,Thu 11am-2pm,June 6-October 10,M,Y,N,N,Y,43.79599,-75.49832,POINT (-75.49832 43.79599)
Lewis,Lyons Falls Farmers' Market,6904 Laura St. Riverside Park,6904 Laura St,Lyons Falls,NY,13368,Catherine Liendecker,3153488744,http://www.lewisfirst.com/lyonsfallsalive,Tue 11am-4pm,June 11-October 1,M,Y,Y,N,Y,43.61458,-75.3562,POINT (-75.3562 43.61458)
Lewis,Roads End Orchards Farm Stand,5044 Crofoot Hill Rd Constableville,5044 Crofoot Hill Road,Constableville,NY,13325,Matthew Swiernik,3157833695,http://www.roadsendorchards.com,"Sat/Sun 12pm-4pm, Tues/Wed/Fri 11am-4pm",Year-round,YR,N,N,N,Y,43.59227,-75.48159,POINT (-75.48159 43.59227)
Livingston,Curbside Market-ABC Head Start,251 Joseph Ave Rochester,251 Joseph Ave,Rochester,NY,14605,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Fri 2:15-3pm,Year-round,YR,Y,Y,N,Y,43.16828,-77.60817,POINT (-77.60817 43.16828)
Livingston,Lima Presbyterian Church Farmers' Market,"7295 W Main St, Corner of Route 15A",7295 W. Main St.,Lima,NY,14485,Suzanne Muehleisen,5857529238,http://limapreschurch.org,Tue 3pm-6pm,June 25-October 22,M,Y,Y,N,Y,42.90496,-77.61175,POINT (-77.61175 42.90496)
Madison,Cazenovia Farmers Market,Memorial Park Route 20 Albany St,36-38 Albany Street Memorial Park,Cazenovia,NY,13035,Anna Marie Newland,3156559243,http://www.cazenoviachamber.com,Sat 9am-2pm,May 4-October 26,P/M,Y,N,N,Y,42.92943,-75.85504,POINT (-75.85504 42.92943)
Madison,Cazenovia WINTER Farmers' Market,American Legion Hall 26 Chenango St,26 Chenango Street,Cazenovia,NY,13035,Tricia Park,3157202141,,1st&3rd Sat 10am-1pm,"November 2-April 19, 2025",M/X/W/P,N,N,N,Y,42.92467,-75.85168,POINT (-75.85168 42.92467)
Madison,Cottage Lawn Farmers' Market,"435 Main St. Oneida, Madison Co. Historical Society",435 Main St.,Oneida,NY,13421,Colleen Donahue,3153634136,http://www.mchsfarmersmarket.org,Tue 2pm-6pm,June 4-August 27,M,Y,N,N,Y,43.08719,-75.64705,POINT (-75.64705 43.08719)
Madison,Dizzy Lizzie's Farm Farm Stand,3823 Sanderson Rd Erieville,3823 Sanderson Rd,Erieville,NY,13061,Elizabeth Blackburn,3156627565,http://www.dizzylizziesfarm.com,Wed 9am-12pm,July 3-October 2,M,Y,N,N,Y,42.83934,-75.74399,POINT (-75.74399 42.83934)
Madison,Kubeckas Farm Stand,691 Chestnut Ridge Rd Kirkville,691 Chestnut Ridge Rd,Kirkville,NY,13082,Karissa Atwood,3156875103,,"Mon-Fri 10am-6pm, Sat 10am-5pm  Sun 11am-3pm",June 9-October 31,M,Y,Y,N,Y,43.11239,-75.94782,POINT (-75.94782 43.11239)
Madison,Village of Hamilton Farmers Market,Village Green 3 Broad St.,3 Broad St,Hamilton,NY,13346,Kim Taranto,3158241111,http://www.hamilton-ny.gov,Sat 8am-1pm,May 4-October 26,P/M,Y,Y,Y,Y,42.82684,-75.54436,POINT (-75.54436 42.82684)
Monroe,Brightly's Farm Market,525 Drake Rd Hamlin,525 Drake Rd.,Hamlin,NY,14464,Betsy Brightly,5856364337,http://www.brightlyfarms.com,"Mon-Sat 9am-5pm, Sun 10am-3pm (summer only)",Year-round,YR,N,Y,N,Y,43.29471,-77.94344,POINT (-77.94344 43.29471)
Monroe,Brighton Farmers' Market,"Brighton High School lot, 1150 Winton Rd. South",1150 Winton Rd South,Rochester,NY,14618,Sue Gardner-Smith,5852698918,http://www.brightonfarmersmarket.org,Sun 9am-1pm,April 21-November 17,P/M,Y,Y,Y,Y,43.12204,-77.56808,POINT (-77.56808 43.12204)
Monroe,Brighton WINTER Farmers' Market,1435 Westfall Rd  Rochester,1150 Winton Rd South,Rochester,NY,14618,Sue Gardner-Smith,5852698918,http://www.brightonfarmersmarket.org,Sun 10am-1pm,November 24-December 22,M/X,N,Y,N,Y,43.11275,-77.56809,POINT (-77.56809 43.11275)
Monroe,Brockport Farmers' Market,Market St off Main St,Main St and Market St,Brockport,NY,14420,Erica Linden,5856375300,http://www.brockportny.org/community/farmers-market,Sun 9am-1pm,June 9-October 27,M,Y,N,N,Y,43.21556,-77.9385,POINT (-77.9385 43.21556)
Monroe,Curbside Market-AHEPA 67 Apts,100 Ahepa Circle Rochester,100 Ahepa Circle,Rochester,NY,14580,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Sat 3:45-4:15pm,June-September,M,Y,Y,N,Y,43.20267,-77.45298,POINT (-77.45298 43.20267)
Monroe,Curbside Market-Andrews Terrace,125 St. Paul St Rochester,125 Saint Paul Street,Rochester,NY,14604,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Wed 12pm-1:15pm,Year-round,YR,Y,Y,N,Y,43.15872,-77.61047,POINT (-77.61047 43.15872)
Monroe,Curbside Market-Beechwood Neighborhood,441 Parsells Ave Rochester,441 Parsells Ave,Rochester,NY,14609,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Fri 11:45am-12:30pm,Year-round,YR,Y,Y,N,Y,43.1658,-77.56665,POINT (-77.56665 43.1658)
Monroe,Curbside Market-Carriage Factory Apts,33 Litchfield St Rochester,33 Litchfield Street,Rochester,NY,14608,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Tue 2pm-3pm,Year-round,YR,Y,Y,N,Y,43.15396,-77.62575,POINT (-77.62575 43.15396)
Monroe,Curbside Market-Charlotte Harbortown (Lake Ave),4575 Lake Ave Rochester,4575 Lake Avenue,Rochester,NY,14612,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Fri 2pm-3pm,Year-round,YR,Y,Y,N,Y,43.25492,-77.61411,POINT (-77.61411 43.25492)
Monroe,Curbside Market-Charlotte Harbortown (River St),60 River St Rochester,60 River Street,Rochester,NY,14612,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Fri 3:15pm-4:30pm,Year-round,YR,Y,Y,N,Y,43.2444,-77.61607,POINT (-77.61607 43.2444)
Monroe,Curbside Market-Cornerstone Pointe,3 GBC Parkway Greece,3 GBC Parkway,Greece,NY,14626,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Mon 1:30pm-2:15pm,Year-round,YR,Y,Y,N,Y,43.21335,-77.69366,POINT (-77.69366 43.21335)
Monroe,Curbside Market-Danforth Towers,140 West Ave Rochester,140 West Avenue,Rochester,NY,14611,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Wed 2pm-2:45pm,Year-round,YR,Y,Y,N,Y,43.15038,-77.64166,POINT (-77.64166 43.15038)
Monroe,Curbside Market-DePaul Ridgeview,109 Marburger St Rochester,109 Marburger Street,Rochester,NY,14621,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Wed 4pm-4:30pm,Year-round,YR,Y,Y,N,Y,43.19375,-77.6078,POINT (-77.6078 43.19375)
Monroe,Curbside Market-DePaul Treat. Apts Program,750 W Main St,750 W Main St,Rochester,NY,14618,Matthew Reifsteck,5854134057,http://foodlinkny.org,Tue 11:45am-12:15pm,Year-round,YR,Y,Y,N,Y,43.15133,-77.63289,POINT (-77.63289 43.15133)
Monroe,Curbside Market-DHS Westfall,111 Westfall Rd. Rochester,111 Westfall Rd.,Rochester,NY,14620,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Thu 10:30am-11:15am,Year-round,YR,Y,Y,N,Y,43.11451,-77.61886,POINT (-77.61886 43.11451)
Monroe,Curbside Market-Dunn Towers,100 Dunn Tower Dr Rochester,100 Dunn Tower Drive,Rochester,NY,14606,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Thu 10:30am-11:30am,Year-round,YR,Y,Y,N,Y,43.16924,-77.69727,POINT (-77.69727 43.16924)
Monroe,Curbside Market-Durand Senior Apts,4250 Culver Rd Rochester,4250 Culver Rd,Rochester,NY,14622,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Fri 10:15am-11:15am,Year-round,YR,Y,Y,N,Y,43.22598,-77.54736,POINT (-77.54736 43.22598)
Monroe,Curbside Market-Edna Craven Estates,625 Clifford Ave,625 Clifford Ave,Rochester,NY,14621,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Thu 3:30pm-5pm,Year-round,YR,Y,N,N,Y,43.17494,-77.60725,POINT (-77.60725 43.17494)
Monroe,Curbside Market-EL Towers,500 South Ave Rochester,500 South Ave,Rochester,NY,14620,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Tue 3:30pm-4:15pm,Year-round,YR,Y,Y,N,Y,43.1465,-77.60524,POINT (-77.60524 43.1465)
Monroe,Curbside Market-ElderOne Emerson Pace Ctr,800 Emerson St. Rochester,800 Emerson St.,Rochester,NY,14613,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Thu 2pm-3pm,Year-round,YR,N,Y,N,Y,43.17387,-77.6516,POINT (-77.6516 43.17387)
Monroe,Curbside Market-ElderONE Hudson PACE Ctr,2066 Hudson Ave,2066 Hudson Ave,Rochester,NY,14617,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Tue 10:30am-11:30am,Year-round,YR,Y,Y,N,Y,43.17422,-77.65149,POINT (-77.65149 43.17422)
Monroe,Curbside Market-Ellison Park Apts,1 Bobrich Drive Rochester,1 Bobrich Drive,Rochester,NY,14610,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Sat 11am-12pm,Year-round,YR,Y,Y,N,Y,43.14917,-77.5466,POINT (-77.5466 43.14917)
Monroe,Curbside Market-ESLC East Ave,270 East Ave Rochester,270 East Avenue,Rochester,NY,14604,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Tues 12pm-12:45pm,June-September,M,Y,Y,N,Y,43.15569,-77.59664,POINT (-77.59664 43.15569)
Monroe,Curbside Market-ESLC Rockwood Ctr,3833 E Henrietta Rd,3833 E Henrietta Rd,Henrietta,NY,14467,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Fri 10:30am-11:15am,Year-round,YR,Y,Y,N,Y,43.04649,-77.62499,POINT (-77.62499 43.04649)
Monroe,Curbside Market-Fairport Apartments,1030 Whitney Rd E Fairport,1030 Whitney Road E,Fairport,NY,14450,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Thu 10:30am-11:15am,Year-round,YR,Y,Y,N,Y,43.10913,-77.43938,POINT (-77.43938 43.10913)
Monroe,Curbside Market-FIGHT Village Apts,186 Ward St Rochester,186 Ward Street,Rochester,NY,14605,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Thu 3:15-4:15pm,Year-round,YR,Y,Y,N,Y,43.16564,-77.60815,POINT (-77.60815 43.16564)
Monroe,Curbside Market-Harris Park Apartments,122 Harris Park Rochester,122 Harris Park,Rochester,NY,14610,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Tue 3:45pm-4:30pm,Year-round,YR,Y,Y,N,Y,43.15131,-77.55331,POINT (-77.55331 43.15131)
Monroe,Curbside Market-Hickok Center,2320 Brighton Townline Rd Henrietta,2320 Brighton Townline Rd,Henrietta,NY,14623,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Thu 11:45am-12:30pm,Year-round,YR,Y,Y,N,Y,43.09565,-77.61587,POINT (-77.61587 43.09565)
Monroe,Curbside Market-Hubbard Springs Apts,154 Union Square Blvd Rochester,154 Union Square Boulevard,Rochester,NY,14514,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Thu 12pm-12:30pm,June-September,M,Y,Y,N,Y,43.11395,-77.80812,POINT (-77.80812 43.11395)
Monroe,Curbside Market-Hudson Ridge Tower,401 Seneca Manor Dr Rochester,401 Seneca Manor Drive,Rochester,NY,14621,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Wed 2:45pm-3:45pm,Year-round,YR,Y,Y,N,Y,43.19309,-77.60324,POINT (-77.60324 43.19309)
Monroe,Curbside Market-Irondequoit Meadow Reserve,100 Hulda Park Rochester,100 Hulda Park,Rochester,NY,14609,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Tue 2:30pm-3:15pm,Year-round,YR,Y,Y,N,Y,43.19479,-77.56041,POINT (-77.56041 43.19479)
Monroe,Curbside Market-Jack Kenny Apts,180 Garland Ave Rochester,180 Garland Ave.,Rochester,NY,14611,Camille Verbofsky,5854135077,http://www.foodlinkny.org,Wed 3:45pm-4:30pm,Year-round,YR,N,Y,N,Y,43.15815,-77.66369,POINT (-77.66369 43.15815)
Monroe,Curbside Market-James Dobson Apts,150 Van Auker St Rochester,150 Van Auker Street,Rochester,NY,14608,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Sat 12:30pm-1:45pm,Year-round,YR,Y,Y,N,Y,43.14997,-77.62109,POINT (-77.62109 43.14997)
Monroe,Curbside Market-Keeler Apts,501 Seneca Manor Dr Rochester,501 Seneca Manor Dr.,Rochester,NY,14621,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Wed 2:30pm-4pm,Year-round,YR,Y,Y,N,Y,43.19395,-77.60168,POINT (-77.60168 43.19395)
Monroe,Curbside Market-Kennedy Towers,666 S Plymouth Ave Rochester       Parking lot on Edith St,666 South Plymouth Ave,Rochester,NY,14608,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Mon 3:15pm-4pm,Year-round,YR,Y,Y,N,Y,43.14251,-77.61894,POINT (-77.61894 43.14251)
Monroe,Curbside Market-Lake Tower Apartments,321 Lake Ave                                 Rochester Fulton Ave Parking Lot,321 Lake Ave.,Rochester,NY,14608,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Wed 10:45am-12:15pm,Year-round,YR,Y,Y,N,Y,43.17054,-77.62751,POINT (-77.62751 43.17054)
Monroe,Curbside Market-Lexington Ct Apts,6 Christopher St Rochester,6 Christopher St,Rochester,NY,14606,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Thu 3:30pm-4:30pm,Year-round,YR,Y,Y,N,Y,43.1791,-77.66474,POINT (-77.66474 43.1791)
Monroe,Curbside Market-LifeSpan Wolk Caf�,25 Franklin St Near Liberty Pole Way,25 Franklin Street,Rochester,NY,14604,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Mon 12:30pm-1:30pm,Year-round,YR,Y,Y,N,Y,43.15805,-77.60484,POINT (-77.60484 43.15805)
Monroe,Curbside Market-Long Pond Sr Housing,1 GBC Parkway Greece,1230 Long Pond Road,Rochester,NY,14626,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Mon 1pm-1:30pm,Year-round,YR,Y,Y,N,Y,43.2122,-77.69579,POINT (-77.69579 43.2122)
Monroe,Curbside Market-Manhattan Sq Family Medicine,454 E Broad St Rochester,454 E Broad St,Rochester,NY,14607,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Thu 2pm-3pm,Year-round,YR,Y,Y,N,Y,43.15531,-77.59957,POINT (-77.59957 43.15531)
Monroe,Curbside Market-Maplewood YMCA,25 Driving Park Ave Rochester,25 Driving Park Ave,Rochester,NY,14613,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Wed 12pm-12:45pm,Year-round,YR,Y,Y,N,Y,43.18092,-77.63017,POINT (-77.63017 43.18092)
Monroe,Curbside Market-New Life Fellowship,360 Wellington Ave,360 Wellington Ave,Rochester,NY,14619,Matthew Reifsteck,5854134057,http://foodlinkny.org,11:30am-12:45pm,Year-round,YR,Y,Y,N,Y,43.14139,-77.64044,POINT (-77.64044 43.14139)
Monroe,Curbside Market-OACES Family Learning Ctr,30 Hart Street Rochester,30 Hart Street,Rochester,NY,14605,Mitch Gruber,5853283380,http://www.foodlinkny.org,Thu 2:30pm-3:15pm,Year-round,YR,Y,Y,N,Y,43.17112,-77.61814,POINT (-77.61814 43.17112)
Monroe,Curbside Market-Phillips Village,100 Krieger Rd Webster,100 Krieger Rd.,Webster,NY,14580,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Sat 2:30-3:30pm,Year-round,YR,Y,Y,N,Y,43.20943,-77.4189,POINT (-77.4189 43.20943)
Monroe,Curbside Market-Pines of Perinton,2 White Pine Circle,2 White Pine Circle,Rochester,NY,14450,Matthew Reifsteck,5854134057,http://foodlinkny.org,11:30am-12:15pm,Year-round,YR,Y,Y,N,Y,43.10886,-77.44782,POINT (-77.44782 43.10886)
Monroe,Curbside Market-Pinnacle Place Apartments,919 S Clinton Ave Rochester,919 South Clinton Ave,Rochester,NY,14620,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Wed 10:30am-11:45am,Year-round,YR,Y,Y,N,Y,43.14006,-77.59637,POINT (-77.59637 43.14006)
Monroe,Curbside Market-Plymouth Gardens,1400 S Plymouth Ave Rochester,1400 S Plymouth Ave.,Rochester,NY,14611,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Fri 11:30am-12:45pm,Year-round,YR,Y,Y,N,Y,43.13192,-77.6339,POINT (-77.6339 43.13192)
Monroe,Curbside Market-Rochester Highlands,47 Green Knolls Dr                              across from dog park,47 Green Knolls Dr,Rochester,NY,14620,Matthew Reifsteck,5854134057,http://www.foodlinkny.org/CurbsideMarket,Fri 3:30pm-4:30pm,Year-round,YR,Y,Y,N,Y,43.11568,-77.61362,POINT (-77.61362 43.11568)
Monroe,Curbside Market-Rochester View Apartments,4365 W Henrietta Rd Henrietta,4365 W Henrietta Road,Henrietta,NY,14467,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Wed 3:15pm-4pm,Year-round,YR,Y,Y,N,Y,43.06563,-77.64833,POINT (-77.64833 43.06563)
Monroe,Curbside Market-Seneca Towers,200 Seth Green Dr,200 Seth Green St,Rochester,NY,14621,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Tue 11:45am-12:45pm,Year-round,YR,Y,Y,N,Y,43.1904,-77.61943,POINT (-77.61943 43.1904)
Monroe,Curbside Market-Skyview Park Apts,200 Skyview Park Ctr,200 Skyview Park Ctr,Rochester,NY,14622,Matthew Reifsteck,5854134057,http://foodlinkny.org,Tue 3:30pm-4:30pm,Year-round,YR,Y,Y,N,Y,43.1997,-77.56908,POINT (-77.56908 43.1997)
Monroe,Curbside Market-St. Ann's Adult Day Center,1500 Portland Ave. Rochester,1500 Portland Avenue,Rochester,NY,14621,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Tue 10:30am-11:30am,Year-round,YR,Y,Y,N,Y,43.19411,-77.5813,POINT (-77.5813 43.19411)
Monroe,Curbside Market-St. Bernard Park Apts,2260 Lake Ave. Rochester,2260 Lake Ave.,Rochester,NY,14612,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Fri  3:45pm-4:45pm,Year-round,YR,Y,Y,N,Y,43.20764,-77.62947,POINT (-77.62947 43.20764)
Monroe,Curbside Market-St. Jude Apts,4075 Lyell Rd. Rochester,4075 Lyell Rd Rochester NY 14606,Rochester,NY,14606,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Mon 2:45pm-3:15pm,Year-round,YR,Y,Y,N,Y,43.163475,-77.736702,POINT (-77.736702 43.163475)
Monroe,Curbside Market-St. Jude Apts II,4099 Lyell Rd,4099 Lyell Rd,Rochester,NY,14606,Matthew Reifsteck,5854134057,http://foodlinkny.org,Mon 3:15pm-3:45pm,Year-round,YR,Y,Y,N,Y,43.16362,-77.73767,POINT (-77.73767 43.16362)
Monroe,Curbside Market-The Hamilton Apts,185 Mt. Hope Ave Rochester,185 Mount Hope Avenue,Rochester,NY,14620,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Sat 10:30am-11:45am,Year-round,YR,Y,Y,N,Y,43.14573,-77.61013,POINT (-77.61013 43.14573)
Monroe,Curbside Market-Thurston Road YMCA,597 Thurston Rd Rochester,597 Thurston Rd,Rochester,NY,14619,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Wed 10:30am-11:15am,Year-round,YR,Y,Y,N,Y,43.132866,-77.651137,POINT (-77.651137 43.132866)
Monroe,Curbside Market-Trillium Health,259 Monroe Ave                                 Parking Monroe Ave + Union St corner,259 Monroe,Rochester,NY,14607,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Mon 2pm-2:45pm,Year-round,YR,Y,Y,N,Y,43.14959,-77.59906,POINT (-77.59906 43.14959)
Monroe,Curbside Market-Unity @ St. Mary's,89 Genesee St. Rochester,89 Genesee Street,Rochester,NY,14611,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Wed 2pm-2:45pm,Year-round,YR,Y,Y,N,Y,43.14844,-77.63718,POINT (-77.63718 43.14844)
Monroe,Curbside Market-Upper Falls Square Apts,"Merrimac Street Parking Lot, 396 Hudson Ave Rochester",396 Hudson Ave,Rochester,NY,14604,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Wed 10:45am-11:30am,Year-round,YR,Y,Y,N,Y,43.17109,-77.60063,POINT (-77.60063 43.17109)
Monroe,Curbside Market-Venture PROS,975 Elmwood Ave. Rochester,975 Elmwood Ave.,Rochester,NY,14620,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Fri 11:30am-12:15pm,Year-round,YR,Y,Y,N,Y,43.12489,-77.6126,POINT (-77.6126 43.12489)
Monroe,Curbside Market-VOC Liberty Landing Apts,185 Scio St,185 Scio St,Rochester,NY,14605,Matthew Reifsteck,5854134057,http://foodlinkny.org,Thu 2:15-3pm,Year-round,YR,Y,Y,N,Y,43.16041,-77.59841,POINT (-77.59841 43.16041)
Monroe,Curbside Market-Warfield Square,1337 E. Main St.,1337 E. Main St.,Rochester,NY,14609,Matthew Reifsteck,5854134057,http://foodlinkny.org,Wed 3:15pm-4:15pm,Year-round,YR,Y,Y,N,Y,43.16084,-77.5761,POINT (-77.5761 43.16084)
Monroe,Curbside Market-William Warfield Comm Ctr,100 William Warfield Drive,100 William Warfield Drive,Rochester,NY,14605,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Sat 12:15pm-1pm,Year-round,YR,Y,Y,N,Y,43.17121,-77.61008,POINT (-77.61008 43.17121)
Monroe,Curbside Market-Winton Gardens Towers,"2052 E Main St Rochester, Parking lot off Cedarwood Terrace",2052 East Main St,Rochester,NY,14609,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Tue 2:30pm-3:30pm,Year-round,YR,Y,Y,N,Y,43.16076,-77.55556,POINT (-77.55556 43.16076)
Monroe,Curbside Market-YWCA Apartments,175 N. Clinton Ave Rochester,175 North Clinton Ave,Rochester,NY,14604,Matthew Reifsteck,5854134057,http://www.foodlinkny.org,Thu 3:15pm-4:30pm,Year-round,YR,Y,Y,N,Y,43.16073,-77.6082,POINT (-77.6082 43.16073)
Monroe,Fairport Farmers' Market,58 S Main St parking lot,58 South Main St,Fairport,NY,14450,Ali Lawrence,5854208551,,Sat 7am-12pm,May 4-November 16,P/M,Y,N,N,Y,43.09992,-77.44214,POINT (-77.44214 43.09992)
Monroe,Greece Ridge Mall Sat Farmers' Market,271 Greece Ridge Center Drive  Rochester,271 Greece Ridge Center Drive,Rochester,NY,14626,Bill Judkins,5858510622,http://www.themallatgreeceridge.com,Sat 8am-2pm,June 1-October 26,M,Y,N,N,Y,43.20677,-77.69406,POINT (-77.69406 43.20677)
Monroe,Greece Ridge Mall Thu Farmers' Market,271 Greece Ridge Center Drive Rochester,271 Greece Ridge Center Drive,Rochester,NY,14626,Bill Judkins,5858510622,http://www.themallatgreeceridge.com,Thu 8am-2pm,June 6-October 24,M,Y,N,N,Y,43.20677,-77.69406,POINT (-77.69406 43.20677)
Monroe,Partyka Farms Farm Stand,1420 County Line Rd Kendall,1420 County Line Rd.,Kendall,NY,14470,Lora Partyka,5857520258,http://www.partykafarms.com,"Daily  9am-9pm, Winter hrs 9am-6pm",Year-round,YR,N,N,N,Y,43.29811,-77.99549,POINT (-77.99549 43.29811)
Monroe,Rochester Public Market -Thursday,280 N. Union St. off East Main St.,280 North Union St.,Rochester,NY,14609,Cindy De Coste,5854286907,http://www.cityofrochester.gov/publicmarket,Thu 6am-1pm,Year-round,YR,Y,Y,Y,Y,43.1657,-77.59016,POINT (-77.59016 43.1657)
Monroe,Rochester Public Market -Tuesday,280 N. Union St. off East Main St.,280 North Union St.,Rochester,NY,14609,Cindy De Coste,5854286907,http://www.cityofrochester.gov/publicmarket,Tue 6am-1pm,Year-round,YR,Y,Y,Y,Y,43.1657,-77.59016,POINT (-77.59016 43.1657)
Monroe,Rochester Public Market-Saturday,280 N. Union St. off East Main St.,280 North Union St.,Rochester,NY,14609,Cindy De Coste,5854286907,http://www.cityofrochester.gov/publicmarket,Sat 5am-3pm,Year-round,YR,Y,Y,Y,Y,43.1657,-77.59016,POINT (-77.59016 43.1657)
Monroe,Webster's Joe Obbie Farmers' Market,Webster Town Center 1034 Ridge Rd,1028 Ridge Road,Webster,NY,14580,Jason Bliek,5852611533,http://www.webstersjoeobbiefarmersmarketinc.org,Sat 8:30-1pm,June 8-October 26,M,Y,N,N,Y,43.20964,-77.45416,POINT (-77.45416 43.20964)
Monroe,Westside Farmers' Market,"St. Monica's Church parking lot, 831 Genesee St. Rochester",831 Genesee St,Rochester,NY,14611,Jessica DiSalvo,5854368999,http://www.westsidemarketrochester.com,Tue 4pm-7pm,June 4-October 8,M,Y,Y,Y,Y,43.134058,-77.636523,POINT (-77.636523 43.134058)
Montgomery,Bellinger's Orchard Farm Stand,685 Argersinger Rd Fultonville,685 Argersinger Rd,Fultonille,NY,12072,Linda Coyne,5189228555,http://www.bellingersorchard.com,Daily 9am-5pm,September 1-November 27,M,Y,N,N,Y,42.90293,-74.39306,POINT (-74.39306 42.90293)
Montgomery,Canajoharie Farmers' Market,24 Church St Wagner Square Pkg lot,24 Church Street,Canajoharie,NY,13317,Chad Myers,5186187757,,Sun 11am-2pm,May 19-October 27,P/M,Y,N,N,Y,42.90515,-74.57222,POINT (-74.57222 42.90515)
